Age,Profession,Sex,Province,S_Occasion,S_Frequency,S_Screentime,S_Time(weekday),S_Time(weekend),S_Usage(festival),S_Influence,C_Frequency,C_Favorite,C_BestBrand,C_Occasion,C_Fresh_Taste,C_Intense,C_Smooth,C_Acidic,C_Aroma,C_Alert,C_Origin,C_Portable,C_Value,C_Nutrition,C_Brand_Trust,C_Premium_Look,T_Occasion,T_Frequency,T_Favorite,T_Reason,T_Trial,T_Channel,T_Aroma,T_Intense,T_No_Sugar,T_Zero_Cal,T_Nutrition,T_Origin,T_Brew_Method,T_Portable,T_Brand_Trust,T_Premium_Look,Cluster_ID
40-49ปี,พนักงานบริษัทเอกชน,หญิง,นนทบุรี,LINE,1-2 ครั้ง/อาทิตย์,1-2 ชม./วัน,"18.00-21.59น., 22.01-4.59น.",18.00-21.59น.,ใช้มากกว่าปกติ,โทรทัศน์,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,"ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",ชาแก้วขายตามร้าน เช่น Kamu,ความหอมของชา,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นคนรีวิวเยอะ","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",5.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,ชอบทั้งกาแฟและชา
23-29ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Instagram,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",แคปซูลกาแฟ,กาแฟสดคั่วบด,Newcafe,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มให้ไม่ง่วงในคืนอ่านหนังสือสอบ",3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก, ดื่มให้ไม่ง่วงในคืนอ่านหนังสือสอบ","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",ชาแก้วขายตามร้าน เช่น Kamu,กินแล้ว ตื่นตัวยาวนานกว่า,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,ชอบทั้งกาแฟและชา
50ปี ขึ้นไป,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ทุกวัน,3-4 ชม./วัน,18.00-21.59น.,9.00-17.59น.,ใช้เท่าเดิม,สื่อ ณ จุดขาย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,SCC,"ดื่มระหว่างเดินทาง/ขับรถ, ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้",5.0,4.0,5.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,ดื่มระหว่างเดินทาง/ขับรถ,"ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",ชงเอง ได้ความสด หอม รสชาติดีกว่า,ลองถ้ามีสินค้ามาแจก (Product Sampling),ซื้อจากร้านสะดวกซื้อ เช่น 7-11,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,ชอบทั้งกาแฟและชา
40-49ปี,ฟรีแลนซ์/อาชีพอิสระ,หญิง,ชลบุรี,LINE,ทุกวัน,3-4 ชม./วัน,9.00-17.59น.,"9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",แคปซูลกาแฟ,กาแฟสดคั่วบด,Best,ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน,5.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",ชอบกลิ่นและเลือกเฉพาะไม่มีน้ำตาลนม,ลองเลย ชอบลองของออกใหม่อยู่แล้ว,ซื้อจากร้านสะดวกซื้อ เช่น 7-11,4.0,2.0,5.0,5.0,1.0,3.0,1.0,4.0,5.0,3.0,ชอบทั้งกาแฟและชา
30-39ปี,พนักงานบริษัทเอกชน,หญิง,นนทบุรี,Facebook,3-4 ครั้ง/อาทิตย์,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Best,"ดื่มให้ไม่ง่วงในวันที่ทำงานดึก, ดื่มระหว่างเดินทาง/ขับรถ",5.0,5.0,5.0,1.0,5.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,"ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล, ดื่มระหว่างเดินทาง/ขับรถ","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",ง่าย,"ลองถ้าเห็นคนรีวิวเยอะ, ลองถ้ามีสินค้ามาแจก (Product Sampling)","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากร้านโชว์ห่วย/ร้านชำ",5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,ชอบทั้งกาแฟและชา
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Facebook,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","18.00-21.59น., 22.01-4.59น.",ใช้น้อยกว่าปกติ,"สื่อ ณ จุดขาย, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",แคปซูลกาแฟ,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,5.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,"ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ","ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",ชาอื่น ไม่ดีเท่า,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ, ลองถ้ามีสินค้ามาแจก (Product Sampling)","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,ชอบทั้งกาแฟและชา
50ปี ขึ้นไป,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,1-2 ครั้ง/อาทิตย์,1-2 ชม./วัน,9.00-17.59น.,22.01-4.59น.,ใช้เท่าเดิม,"โทรทัศน์, สื่อ ณ จุดขาย",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Newcafe,ไม่ดื่มกาแฟ Ready to drink เลย,4.0,3.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,"ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ","ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",ความหอมแบบธรรมชาติ,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ",ซื้อจากร้านสะดวกซื้อ เช่น 7-11,5.0,3.0,2.0,1.0,4.0,3.0,2.0,4.0,5.0,3.0,ชอบทั้งกาแฟและชา
23-29ปี,ฟรีแลนซ์/อาชีพอิสระ,หญิง,กรุงเทพมหานคร,Instagram,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,"9.00-17.59น., 22.01-4.59น.",ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",กาแฟผงสำเร็จรูปพร้อมดื่ม (3-in-1),กาแฟสดคั่วบด,Arabic,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างเดินทาง/ขับรถ",4.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ลอง,ไม่ซื้อชา ready to drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ชอบกาแฟ
40-49ปี,พนักงานบริษัทเอกชน,หญิง,ฉะเชิงเทรา,LINE,ทุกวัน,5-6 ชม./วัน,9.00-17.59น.,9.00-17.59น.,ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ดื่มระหว่างเดินทาง/ขับรถ,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน,ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,หอมกว่า,ลองถ้าเห็นคนรีวิวเยอะ,ซื้อจากซุปเปอร์มาเก็ต เช่น Tops,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,ชอบทั้งกาแฟและชา
23-29ปี,ธุรกิจส่วนตัว,หญิง,อุบลราชธานี,YouTube,5-6 ครั้ง/อาทิตย์,5-6 ชม./วัน,18.00-21.59น.,18.00-21.59น.,ใช้เท่าเดิม,เว็บไซต์,แคปซูลกาแฟ,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก","ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",Easy,ลองถ้าเห็นโฆษณาน่าสนใจ,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากเพจของแบรนด์นั้นๆ",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,ชอบทั้งกาแฟและชา
30-39ปี,ข้าราชการ,หญิง,กรุงเทพมหานคร,Facebook,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Best,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก, ดื่มระหว่างเดินทาง/ขับรถ",5.0,5.0,3.0,2.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",ชาแก้วขายตามร้าน เช่น Kamu,ได้รสชาติชาจริงๆ,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ, ลองถ้าเห็นคนรีวิวเยอะ","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,ชอบทั้งกาแฟและชา
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,LINE,5-6 ครั้ง/อาทิตย์,3-4 ชม./วัน,"05.00-8.59น., 18.00-21.59น.",9.00-17.59น.,ใช้น้อยกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Newcafe,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,5.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ลอง,ไม่ซื้อชา ready to drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ชอบกาแฟ
18-22ปี,นักเรียน,ชาย,กรุงเทพมหานคร,Instagram,5-6 ครั้ง/อาทิตย์,3-4 ชม./วัน,22.01-4.59น.,22.01-4.59น.,ใช้มากกว่าปกติ,โทรทัศน์,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,High Coffee,"ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, เล่นเกม, ดูบอล",5.0,5.0,5.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,"ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล, ดื่มให้ไม่ง่วงในคืนอ่านหนังสือสอบ, ดื่มก่อนไปปาร์ตี้กับเพื่อน",ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,อร่อย,ลองเลย ชอบลองของออกใหม่อยู่แล้ว,ซื้อจากร้านสะดวกซื้อ เช่น 7-11,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,ชอบทั้งกาแฟและชา
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Instagram,ทุกวัน,5-6 ชม./วัน,18.00-21.59น.,9.00-17.59น.,ใช้มากกว่าปกติ,"แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Newcafe,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,4.0,5.0,3.0,3.0,4.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม,"ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi",พร้อมดื่ม สะดวก,ลองถ้าเห็นโฆษณาน่าสนใจ,ซื้อจากร้านสะดวกซื้อ เช่น 7-11,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,ชอบทั้งกาแฟและชา
ต่ำกว่า 18ปี,นักเรียน,หญิง,อุบลราชธานี,Instagram,ทุกวัน,3-4 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, เว็บไซต์, แอปพลิเคชั่นแชท/ส่งเมสเสจ เช่น LINE, Facebook Messenger, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU, แพลตฟอร์มเพลง เช่น Spotify, Joox",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Best,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน",4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน",ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,-,"ลองเลย ชอบลองของออกใหม่อยู่แล้ว, ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากช่องทางออนไลน์​ เช่น Shopee, ซื้อจากเพจของแบรนด์นั้นๆ, ซื้อจากร้านโชว์ห่วย/ร้านชำ",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,ชอบทั้งกาแฟและชา
40-49ปี,ฟรีแลนซ์/อาชีพอิสระ,หญิง,กรุงเทพมหานคร,Facebook,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แอปพลิเคชั่นแชท/ส่งเมสเสจ เช่น LINE, Facebook Messenger",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,5.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,"ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มระหว่างเดินทาง/ขับรถ",ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,อร่อย,"ลองเมื่อมีโปรโมชั่น ณ​ จุดขาย, ลองถ้าเห็นโฆษณาน่าสนใจ, ลองถ้าเห็นคนรีวิวเยอะ, ลองถ้ามีสินค้ามาแจก (Product Sampling)","ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,ชอบทั้งกาแฟและชา
30-39ปี,ธุรกิจส่วนตัว,ชาย,กรุงเทพมหานคร,LINE,ทุกวัน,5-6 ชม./วัน,18.00-21.59น.,"9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,ไม่มี,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ไม่ดื่มกาแฟ Ready to drink เลย,5.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,"ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มหลังออกกำลังกาย, ดื่มระหว่างเดินทาง/ขับรถ","ชงเอง เช่น ผงชา, ใบชา, ถุงชา","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",หอม อร่อย คุณภาพดี,ไม่ลอง,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากร้านโชว์ห่วย/ร้านชำ",4.0,3.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,ชอบทั้งกาแฟและชา
23-29ปี,พนักงานบริษัทเอกชน,หญิง,สมุทรปราการ,LINE,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"รถเมล์/รถไฟฟ้า, โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Arabic,ดื่มให้ตื่นตัวในตอนเช้า,5.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล","ชาขวดพร้อมดื่ม เช่น Tea P+, Orishi","ชงเอง เช่น ผงชา, ใบชา, ถุงชา",หอมกะความเข้มได้เอง,ลองเลย ชอบลองของออกใหม่อยู่แล้ว,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากร้านโชว์ห่วย/ร้านชำ",5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,ชอบทั้งกาแฟและชา
ต่ำกว่า 18ปี,นักเรียน,ชาย,ลพบุรี,Twitter,5-6 ครั้ง/อาทิตย์,1-2 ชม./วัน,18.00-21.59น.,"05.00-8.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, เว็บไซต์",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,Binary,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, เล่นเกม, ดูบอล",5.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ลอง,ไม่ซื้อชา ready to drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ชอบกาแฟ
ต่ำกว่า 18ปี,นักเรียน,ชาย,กรุงเทพมหานคร,Instagram,ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,สื่อ ณ จุดขาย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,กาแฟสดคั่วบด,ไม่ดื่มกาแฟ Ready to drink เลย,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,5.0,5.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,"ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล, ก็ดื่มได้ตลอดไม่ได้ขึ้นอยู่กับทำอะไรถ้ามีขายก็ซื้อดื่ม",ชาตามร้อนตามร้าน,ชาร้อนตามร้าน,ชาที่เป็นใบชาประเภทไม่แต่งกลิ่อย่างเช่น earl gray,ไม่ลอง,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops",5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,ชอบทั้งกาแฟและชา
ต่ำกว่า 18ปี,นักเรียน,หญิง,ชลบุรี,TikTok,ทุกวัน,มากกว่า 6 ชม./วัน,"18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok, แพลตฟอร์มวิดีโอ เช่น YouTube, VIU",ไม่ดื่มกาแฟประเภทใดเลย,ไม่ดื่มกาแฟ,ไม่ดื่มกาแฟ Ready to Drink เลย,ไม่ดื่มกาแฟ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างวันเหมือน/แทนน้ำเปล่า, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มหลังมื้ออาหารที่เป็นอาหารทอด น้ำมันเยอะๆ, ดื่มก่อนออกกำลังกาย, ดื่มหลังออกกำลังกาย, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, ฟังเพลง, ดูบอล, ดื่มให้ไม่ง่วงในคืนอ่านหนังสือสอบ",ชาแก้วขายตามร้าน เช่น Kamu,ชาแก้วขายตามร้าน เช่น Kamu,สะดวก,ลองเลย ชอบลองของออกใหม่อยู่แล้ว,"ซื้อจากร้านสะดวกซื้อ เช่น 7-11, ซื้อจากซุปเปอร์มาเก็ต เช่น Tops, ซื้อจากช่องทางออนไลน์​ เช่น Shopee, ซื้อจากเพจของแบรนด์นั้นๆ, ซื้อจากร้านโชว์ห่วย/ร้านชำ",5.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,ชอบชา
18-22ปี,ไลฟ์สด,หญิง,นครศรีธรรมราช,Instagram,ทุกวัน,มากกว่า 6 ชม./วัน,05.00-8.59น.,05.00-8.59น.,ใช้มากกว่าปกติ,"โซเชียลมีเดีย เช่น Facebook, Instagram, Twitter, TikTok",กาแฟผงสำเร็จรูปพร้อมดื่ม (3-in-1),กาแฟผงสำเร็จรูปพร้อมดื่ม (3-in-1),Newcafe,"ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, เล่นเกม, ดูบอล",4.0,4.0,4.0,1.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ดื่มชา,ไม่ลอง,ไม่ซื้อชา ready to drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ชอบกาแฟ
